S01A,S01B,S01C,S01D,S02A,S02B,S02C,S02D,S03A,S03B,S03C,S03D,S04A,S04B,S04C,S04D,S05B,S05C,S05D,S06A,S06B,S06C,S06D,S07A,S07B,S07C,S07D,S08A,S08B,S08C,S08D,S09A,S09B,S09C,S09D,S10A,S10B,S10C,S11A,S11B,S11C,S11D,S12A,S12B,S12C,S12D,S13A,S13B,S13C,S13D,S14B,S14C,S14D,S15A,S15B,S15C,S15D,S16A,S16B,S16C,S16D,S17A,S17B,S17C,S17D,S18A,S18B,S18C,S18D,S19A,S19B,S19C,S19D,S20A,S20B,S20C,S20D,S21A,S21B,S21C,S21D
3,15,0,0,2,9,2,0,1,2,0,0,4,0,1,0,1,1,0,0,0,0,0,10,2,6,6,3,7,5,2,1,4,9,1,0,0,1,2,0,2,1,0,3,0,0,2,2,0,0,10,10,1,0,8,0,1,2,9,8,4,2,3,7,7,1,0,0,0,0,0,0,1,1,2,4,0,0,0,3,1
0,0,3,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,3,2,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,2,0,0,2,0,2,1,0,0,0,0,1,0,3,0,3,1,0,0,0,0,0,1,0,0
9,25,18,15,55,39,51,7,25,18,32,9,35,44,58,28,14,42,19,43,34,29,4,39,15,36,11,33,29,23,8,71,62,86,51,26,5,28,0,4,14,4,3,1,8,14,33,35,24,13,8,25,8,72,55,79,26,20,85,101,58,50,42,18,9,14,16,22,22,23,33,30,8,7,25,54,53,16,25,24,12
0,0,3,2,0,0,0,0,0,0,0,0,3,2,10,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,2,1,0,8,3,0,2,1,8,5,4,10,5,4,0,0,0,0,0,10,2,0,0,2,0,10,0,0,0,0,9,4,8,37,24,26,29,7,12,17,18,4,9,14,15
0,0,4,2,0,17,8,0,9,3,3,1,11,7,9,9,1,0,0,11,7,6,3,0,0,0,1,0,0,0,0,3,1,0,2,3,1,1,0,2,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,6,8,2,6,1,0,0,1,4,14,4,6,9,5,3,3,3,3,2,3,3,9,1
0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,2,0,0,1,0,1,0,1,2,4,2,2,3,2,7,0,1,4,1,1
0,0,1,3,0,1,1,4,3,1,0,1,2,4,2,2,1,1,1,0,2,0,0,1,2,2,4,1,0,1,1,3,1,2,1,2,1,1,1,4,5,0,0,1,2,1,2,5,3,0,0,0,0,0,1,0,0,1,1,2,3,4,3,0,1,5,3,5,5,1,5,1,0,3,7,10,4,4,10,3,1
0,0,0,0,5,0,0,2,1,1,0,0,0,0,1,2,0,0,0,1,0,4,0,2,0,0,1,0,1,1,0,0,1,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,1,1,1,3,1,0,0,0,2,4,5,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0
2,0,0,3,4,5,4,0,1,4,0,5,0,3,0,3,0,0,1,0,1,1,0,0,1,2,1,1,3,6,2,0,0,0,1,2,1,0,5,6,2,4,0,2,1,2,0,0,2,0,4,5,3,0,0,0,0,2,4,0,6,2,1,4,0,8,4,5,3,0,0,4,1,0,5,1,0,0,1,0,1
11,10,5,0,20,6,20,4,14,5,7,1,1,0,0,1,2,20,0,12,5,12,6,3,0,2,0,4,7,5,7,33,36,46,48,0,0,11,15,4,17,8,0,1,0,0,0,0,0,0,9,7,4,27,58,35,17,6,44,51,48,18,21,4,6,19,4,22,42,2,7,3,1,7,4,7,19,5,2,2,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,4,1,4,3,1,0,1,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,5,0,0,2,1,4,6,9,7,16,9,7,11,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,0,0,0,1,3,1,7,7,1,1,2,3
0,0,2,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,2,4,1,3,1,0,4,1,0,0,0,2,3,5,0,0,4,8,9,14,23,33,1,1,0,1,0,0,0,3,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,3,5,3,0,8,0,2,4,0,0,2,0
0,0,1,4,5,2,0,1,1,0,1,0,1,0,2,2,0,4,3,1,2,2,1,1,3,2,1,2,0,4,4,3,4,1,3,5,7,4,6,4,2,1,1,3,0,1,1,2,2,2,3,5,3,1,5,9,2,2,3,2,4,5,0,1,3,6,10,7,7,5,11,5,4,3,4,5,11,0,2,1,1
0,1,1,1,0,1,1,1,0,2,0,0,1,2,1,0,2,1,0,0,0,1,1,2,0,0,0,0,0,0,1,1,3,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,2,0,1,0,0,2,2,6,0,0,0,0,0,2,0,1,3,3,0,1,0,0,0,0,0,0,2,0
2,5,0,0,19,7,4,2,2,1,0,0,0,0,0,0,0,1,1,0,0,0,1,2,4,6,4,1,14,5,2,7,10,2,11,0,0,2,9,0,1,0,0,0,0,0,0,1,0,0,55,35,22,1,21,0,0,5,16,24,33,3,17,8,22,7,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,4,0,0,0,0
1,0,2,5,0,2,13,2,1,3,17,1,1,4,2,1,3,3,2,4,1,2,4,1,0,0,0,0,0,3,2,6,2,8,9,0,0,2,5,2,2,1,1,0,0,0,1,0,1,3,0,0,1,1,4,0,1,0,7,3,4,4,0,0,0,4,4,2,10,1,4,3,2,2,6,6,1,5,5,4,6
0,0,2,0,0,0,0,1,0,0,0,0,2,5,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,1,0,2,1,1,1,1,0,0,3,1,3,3
5,2,2,0,0,1,2,0,0,0,3,0,2,1,1,3,0,0,0,6,6,6,2,1,0,0,1,0,0,0,0,4,7,5,2,1,0,1,0,0,0,0,1,0,0,0,0,1,0,5,0,0,0,11,23,17,5,0,12,5,2,4,0,0,0,0,3,1,5,0,0,0,0,1,8,13,4,0,3,1,0
0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,2,0,1,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,1,0,0,0,2,1,5,0,0,0,1,2,3,5,3,8,2,1,1,0,0,1,3,0,1,4,0,1,0,0,0,0,0,0,0,2,0,1,0,4,8,7,4,2,3,3,2,1,0,1
1,4,7,5,6,9,15,2,4,5,4,2,26,12,7,17,3,6,3,5,5,4,9,3,1,3,1,14,19,10,14,19,20,24,28,5,2,8,8,6,18,10,6,0,8,7,11,3,9,3,5,12,13,31,26,41,19,14,24,12,7,13,9,1,4,8,7,5,5,12,14,9,12,15,14,21,34,8,13,12,8
0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,10,1,0,1,1,6,3,1,1,2,10,3,5,2,1,0,8,0,0,1,7,0,1,2,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,2,1,2,4,0,0,3,3,0,3,0,3,0,0,1,0,0,1,0,2,0,0,1,0
0,0,0,0,1,8,4,5,1,4,1,2,1,1,1,3,0,5,4,2,0,2,5,4,3,5,3,9,14,8,11,4,4,7,17,3,0,6,6,1,1,0,3,5,1,6,5,2,0,0,15,13,15,3,6,0,2,22,9,3,9,3,10,8,11,6,4,3,2,4,3,5,4,1,1,1,3,1,3,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,6,1,1,4,3,2,2,1,2,2,9,0,2,0,4,2,2,1,0,0,4,4,8,1,0,2,10,13,6,6,3,1,1,2,7,3,2,1,2,4,4,1,1,1,2,2,2,2,2,25,8,13,2,9,1,13,2,5,3,7,5,8,13,11,6,6,2,6,2,2,3,4,3,0,4,4,0,0,1,9
0,0,0,1,0,3,4,2,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0,1,0,6,1,13,0,0,1,1,0,18,8,14,1,2,0,0,5,10,9,2,13,8,9,5,0,0,0,2,0,4,0,0,1,0,0,8,0,0,0,0,14,20,1,10,3,2,0,1,3,9,5,1,0,1,0
2,6,2,0,5,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,2,0,0,0,0,1,3,0,0,0,0,0,0,0,0,4,0,1,16,6,0,0,18,0,0,6,0,3,0,0,2,4,5,6,2,5,0,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,7,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0
0,0,1,2,0,4,7,0,0,2,0,0,0,3,0,0,0,0,1,0,0,2,5,0,0,0,0,0,0,0,2,3,0,0,1,3,2,0,0,3,1,2,0,0,1,0,1,0,0,0,0,2,0,1,0,2,6,1,4,0,11,2,0,0,0,0,0,2,55,0,2,1,0,1,5,5,11,0,0,1,1
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,2,0,1,2,0,0,0,0,1
0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,6,6,0,1,0,1,3,0,1,2,1,0,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2,2,0,2,0,5,1,1,1,13,3,0,0,0,2
0,0,0,0,2,6,4,0,4,1,1,0,1,1,1,0,1,3,0,1,0,0,1,1,0,0,0,1,3,1,2,4,3,7,3,2,0,0,0,1,1,0,0,0,0,0,0,1,4,1,1,4,0,5,10,8,1,0,10,7,7,1,5,0,1,2,1,0,1,1,1,1,0,0,0,6,5,1,0,1,0
0,0,2,0,0,0,0,0,0,0,0,0,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,2,1,1,0,1,3,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,4,5,1,6,5,1,0,9,8,2,4,4,9,1
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,2,0,1,0,0,2,2,1,2,0,0,1,1
0,0,0,4,0,0,0,0,0,0,0,0,2,0,3,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,5,0,0,0,0,0,2,1,2,4,0
2,2,15,8,8,51,44,3,14,23,33,3,57,56,60,7,3,19,11,33,22,8,3,0,5,6,1,4,2,10,5,45,15,44,9,31,4,15,4,21,19,1,10,3,7,1,8,5,8,18,0,2,0,60,8,102,27,3,73,29,12,67,1,0,0,3,57,44,21,35,23,33,5,70,236,244,95,45,53,31,8
15,12,9,15,61,37,16,20,21,15,20,38,17,6,15,14,10,16,13,5,13,17,25,59,23,32,22,36,58,30,37,16,24,19,34,43,37,60,31,19,30,27,16,12,17,22,29,15,16,24,119,104,71,32,91,31,28,33,33,29,41,23,39,29,41,24,27,34,39,19,22,38,23,45,23,29,32,10,14,29,27
0,0,3,4,0,0,0,0,0,0,0,0,2,6,8,7,0,0,0,0,4,1,1,0,1,0,2,0,0,1,3,1,0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,3,1,0,2,1,2,12,1,2,1,7,1,6,5,5
18,32,3,0,29,13,23,6,15,24,34,7,0,0,0,1,8,3,0,16,1,11,10,6,2,27,19,0,9,1,5,5,9,19,7,1,2,5,27,0,1,0,10,6,4,3,1,2,4,0,4,20,17,3,29,3,3,20,22,17,27,0,22,10,11,19,2,4,8,1,1,1,4,6,6,3,0,1,0,0,1
5,1,24,5,0,23,8,7,11,4,0,1,3,5,12,6,3,7,0,5,13,6,1,3,7,10,2,3,2,6,0,14,5,12,6,18,17,28,1,13,13,5,17,32,30,12,38,31,41,12,5,14,1,15,7,4,0,11,2,4,2,12,6,10,3,10,26,28,8,7,2,10,5,14,45,39,20,13,14,22,3
1,1,1,0,3,0,1,2,3,2,2,2,0,0,1,2,2,1,3,1,2,1,3,1,1,4,1,4,1,6,1,1,5,5,4,6,0,5,4,12,9,5,0,1,5,1,1,4,1,0,2,7,4,8,0,8,7,3,4,1,6,1,0,1,0,3,2,2,6,0,4,0,0,0,4,0,3,1,5,0,0
0,0,52,24,30,67,42,22,17,6,6,0,54,58,54,86,23,47,31,22,40,26,16,13,30,43,19,26,5,17,19,77,36,73,43,23,22,34,4,61,31,20,2,3,14,27,24,23,37,6,0,3,1,50,12,97,50,8,28,3,0,79,18,0,1,11,47,24,56,56,92,81,32,26,48,51,72,72,96,79,28
0,0,0,0,2,0,1,2,5,4,0,4,0,1,0,1,2,1,0,1,0,1,1,1,5,6,3,5,6,2,2,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,12,6,16,0,3,0,0,9,3,4,11,1,0,6,15,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,1,0,1,1,0,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1
0,0,0,3,0,0,0,0,0,0,0,0,4,0,3,0,0,3,0,5,8,2,1,0,0,0,0,0,0,0,0,0,6,9,13,0,0,0,0,3,8,1,0,0,1,0,0,0,0,0,0,0,0,1,0,4,2,0,4,1,5,2,0,0,0,0,0,0,0,1,0,0,0,0,1,5,0,1,1,3,4
1,0,10,7,0,3,3,2,6,2,7,5,10,11,23,21,2,3,13,3,2,3,4,5,7,12,4,7,7,24,11,32,7,2,12,5,15,19,1,16,23,16,2,3,6,7,22,11,31,18,5,8,5,27,1,39,22,4,15,4,5,37,1,2,3,0,9,8,9,47,26,68,84,13,14,18,43,17,13,14,21
5,4,4,0,13,15,12,1,40,13,7,1,12,19,16,8,3,10,4,17,16,36,5,9,5,11,3,36,34,58,6,16,6,16,13,25,25,30,6,3,30,2,5,5,14,0,8,4,5,2,67,50,5,18,20,23,5,83,24,12,3,25,39,36,12,13,11,37,1,7,4,6,2,17,24,28,14,13,11,24,7
488,310,75,18,231,180,149,19,80,140,63,30,60,90,104,11,76,23,1,36,37,54,2,98,74,65,1,183,169,300,22,8,24,31,3,29,60,154,56,9,12,4,31,35,22,4,22,9,14,3,238,224,29,53,119,36,0,173,101,81,8,62,70,183,13,311,102,200,11,33,21,31,4,90,176,182,8,124,95,88,7
0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,5,0,0,0,0,1,1,11,0,1,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0
0,0,1,0,3,0,2,0,0,2,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,2,2,0,0,1,0,1,2,1,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,2,0,1,3,1,0,2,0,0,0,1,0,3,0,1,0,0,0,1,1,2,1,2,0,0
11,11,13,5,11,19,14,7,11,9,17,2,7,23,6,5,2,0,1,4,11,8,5,3,0,4,1,0,2,6,0,4,1,4,2,1,1,4,2,1,0,1,4,1,4,3,1,1,1,2,1,5,0,3,3,6,2,2,9,16,3,5,0,0,0,5,5,5,3,4,4,6,0,2,11,15,3,0,1,3,2
0,1,0,1,3,2,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,2,1,1,1,2,0,0,0,2,0,1,4,2,3,0,2,2,0,0,0,3,1,0,0,0,0,1,1,1,11,1,6,1,0,0,2,2,2,7,2,6,1,0,4,3,1,0,1,0,0,1,1,3,0,1,0,1
22,18,16,0,23,2,3,3,4,9,16,0,2,4,7,0,4,0,0,3,4,1,0,4,1,1,0,3,5,5,1,0,0,16,0,2,2,4,6,0,0,0,6,4,1,0,10,2,0,0,5,20,9,2,3,5,0,2,5,0,0,0,3,2,0,6,5,11,0,4,3,1,3,0,0,3,0,1,0,1,0
6,4,14,6,43,91,43,6,9,22,32,5,45,108,63,30,15,19,69,23,12,13,3,7,3,10,2,20,30,60,29,15,5,11,125,41,32,8,0,0,1,2,4,24,28,5,8,14,42,7,6,13,5,14,2,36,33,9,60,18,22,33,6,4,1,4,14,5,12,40,16,33,33,30,92,104,87,6,2,1,12
0,0,1,2,0,0,0,0,0,0,0,0,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,2,1,0
1,1,0,0,3,0,0,0,1,2,1,0,0,2,3,0,1,0,0,0,0,2,1,2,0,1,0,0,0,1,0,2,3,3,3,0,1,0,3,0,1,0,1,0,0,0,0,0,2,0,1,0,1,1,1,0,0,0,1,6,3,1,1,3,0,5,1,2,0,1,1,0,0,0,5,6,0,0,2,0,2
0,0,4,0,0,0,2,0,0,0,0,0,0,3,1,2,0,0,1,0,2,0,2,0,2,0,1,0,0,0,1,3,1,1,0,4,2,2,0,3,3,2,0,1,3,3,0,0,2,1,0,1,0,4,0,11,1,0,0,0,0,4,0,0,0,0,1,4,2,0,2,4,0,0,9,5,6,1,3,1,0
7,9,3,0,4,3,2,0,3,1,3,2,5,1,5,7,1,0,0,4,0,3,4,5,0,3,0,6,1,1,1,4,0,1,1,0,0,2,4,2,1,0,1,1,1,3,0,0,3,1,0,1,4,3,3,4,0,4,1,6,3,2,4,5,3,3,2,2,2,3,1,5,1,0,1,3,1,0,0,0,2
0,0,0,0,0,2,1,0,0,2,0,0,0,0,1,0,1,2,0,0,1,0,0,0,0,0,1,1,0,0,2,2,5,4,6,1,2,3,0,0,5,2,5,3,4,2,1,0,0,0,0,1,3,4,2,11,6,0,2,3,2,4,2,0,0,6,0,4,12,0,1,0,2,4,2,5,3,0,1,0,1
6,3,5,1,3,5,3,2,3,3,4,2,3,4,1,3,2,2,0,3,2,6,1,1,4,2,0,3,2,5,2,3,2,7,3,6,2,3,2,1,0,0,10,11,6,0,5,4,7,0,1,3,0,6,9,12,2,2,0,1,5,2,2,0,2,4,6,4,1,2,0,4,0,0,0,2,1,1,2,0,0
0,3,8,12,0,19,12,23,5,1,5,22,5,10,13,18,10,11,21,7,10,1,10,4,14,7,9,8,3,4,10,9,7,5,7,13,16,16,2,4,1,10,2,5,5,6,4,3,9,3,7,11,20,5,17,13,14,3,14,4,20,12,1,4,2,9,14,11,13,24,22,36,22,12,21,21,23,12,7,10,12
23,2,11,11,4,9,11,2,0,8,4,0,18,20,9,10,0,0,0,0,3,1,1,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,1,7,1,2,0,0,0,0,0,0,1,2,2,0,0,3,22,17,1,0,0,1,1
10,16,10,1,21,18,18,3,5,12,5,1,4,5,5,0,0,5,3,4,9,10,1,20,21,15,5,4,21,28,0,3,2,1,1,10,13,0,5,3,4,3,4,9,11,1,2,4,7,0,11,8,0,7,7,8,3,33,9,4,0,5,9,35,0,17,26,42,1,2,3,2,1,3,2,1,0,3,2,1,3
3,1,3,1,0,3,4,0,1,1,3,1,7,3,1,1,0,0,0,0,0,4,1,1,1,1,0,0,0,0,0,1,1,4,0,0,0,1,2,0,0,0,1,5,0,0,0,0,0,0,0,1,0,0,2,0,0,2,1,1,2,3,0,0,0,3,0,5,0,2,0,1,0,0,1,0,0,2,0,0,0
0,1,2,0,1,1,0,0,0,1,1,0,0,1,1,0,0,3,0,0,0,0,0,6,1,3,1,0,1,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,4,5,6,1,2,1,0,0,0,3,2,0,0,1,3,1,0,0,0,0,0,3,1,1,0,3,0,0,0,6,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,2,4,2,1,3,2,0,0,9,8,14,2,0,0,1,0,1,1,2,0,0,0,0,1,7,15,2,1,0,5,1,7,1,0,0,1,3,2,1,0,1,3,1,0,2,0,0,3,0,3,1,0,0,1,1
0,0,3,3,1,0,0,0,0,0,0,0,4,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,4,2,0,0,0,0,0,0,0,1,0
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,4,3,0,0,0,0,0,0,1,1,0
0,2,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,1
3,4,0,0,17,1,1,1,3,1,1,0,0,0,0,0,1,1,1,0,0,0,2,14,1,2,2,3,13,1,3,0,3,4,11,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,5,9,6,0,10,1,0,13,3,6,3,0,10,9,14,1,0,1,0,0,0,1,0,0,2,1,1,0,0,0,0
0,0,2,1,0,0,0,0,0,0,0,0,3,4,3,3,0,1,0,1,1,0,1,1,0,2,0,0,0,0,0,0,0,2,0,3,0,0,0,3,1,1,0,0,1,2,2,2,1,0,0,1,0,2,2,4,3,0,2,0,0,1,0,0,0,1,2,3,2,9,9,7,6,1,4,9,9,3,3,6,4
0,1,1,0,1,0,1,0,1,1,1,0,0,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3,0,4,0,4,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,1,1,0,1,5,1,2,1,1,3,0,0
0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,3,1,0,0,0,1,2,0,2,3,2,1,1,0,0,2,3,4,7,0,1,3,0,0,0,0,0,1,0,0,0,0,1,0,3,2,1,1,7,2,11,2,0,1,2,3,0,1,0,0,0,3,0,4,3,4,2,8,1,4,4,13,2,2,1,5
21,23,13,7,6,14,21,13,3,7,7,4,1,3,8,1,3,10,4,0,6,1,2,33,26,22,21,2,3,10,10,2,11,11,0,4,7,10,0,7,8,3,5,4,32,3,6,7,9,1,21,16,10,31,15,29,7,10,3,16,10,5,3,10,3,2,13,20,8,1,7,2,6,7,68,60,16,7,26,9,4
3,3,4,6,13,2,0,9,1,2,0,1,13,17,10,13,1,0,1,0,4,3,3,5,4,5,6,3,5,5,3,7,2,8,4,20,7,12,4,14,6,7,4,5,14,7,11,7,9,6,3,2,4,9,7,2,4,11,8,10,17,6,16,6,2,6,13,5,10,9,7,11,6,6,11,4,5,9,10,14,7
8,11,14,7,1,33,34,34,40,24,28,26,8,7,3,1,15,18,13,20,13,17,19,13,18,20,12,5,3,10,5,25,17,27,11,38,28,52,29,5,24,5,0,0,2,1,0,0,0,0,9,10,7,16,36,23,3,31,32,21,21,10,19,29,15,22,11,31,19,2,5,0,2,8,7,11,5,14,2,9,5
2,2,0,1,0,1,4,9,6,1,0,3,0,0,0,0,1,3,1,2,3,0,2,0,4,0,0,2,3,1,0,0,4,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,0,0,0,0,1,0,8,1,5,0,1,0,0,33,0,0,0,0,5,0,0,0,0,0,0,0,0
0,1,0,3,1,2,1,2,1,2,1,4,0,1,0,5,1,0,1,0,2,1,0,0,0,1,0,0,2,1,3,4,2,1,4,3,1,0,3,1,0,4,0,0,1,2,0,1,1,1,3,5,7,0,2,0,6,2,1,0,3,3,2,2,4,6,6,3,5,4,0,3,2,0,1,1,9,0,1,0,1
0,0,2,3,0,3,1,2,1,1,0,1,1,2,0,3,0,0,0,0,0,0,0,1,0,0,1,0,1,1,2,0,0,0,0,1,1,0,0,1,3,0,0,1,0,5,1,1,1,0,1,1,0,0,0,0,0,0,0,2,1,1,0,1,3,1,0,1,3,4,0,0,1,6,0,0,7,1,2,2,4
0,0,3,1,2,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,2,0,0,1,0,0,0,1,0,3,1,2,1,1,0,2,0,1,0,0,1,1,4,2,2,1,2,3,6,1,5,0,4,2,0,3,1,2,0,2,0,0,1,4,2,0,2,0,1,3,6,0,1,5,3,1,3,0,0,0,0,0,1,0,2,1,5,0,0,2,2,3,6,3,4,0,1,1,0
