Rank1,Phylum,Class,Order,Family,Genus,Species
Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,NA,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,Pezizomycetes,Pezizales,Tarzettaceae,Paurocotylis,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,NA,NA
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinellus,Coprinellus_sclerocystidiosus
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Hypholoma,Hypholoma_capnoides
Fungi,Basidiomycota,Agaricomycetes,NA,NA,NA,NA
Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,Operculomycetaceae,Operculomyces,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Ascomycota,Leotiomycetes,NA,NA,NA,NA
Fungi,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA
Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Scutellinia,NA
Fungi,Ascomycota,Dothideomycetes,Minutisphaerales,Minutisphaeraceae,Minutisphaera,Minutisphaera_aspera
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Ascomycota,Dothideomycetes,NA,NA,NA,NA
Fungi,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Gamsia,NA
Fungi,Ascomycota,Sareomycetes,Sareales,NA,NA,NA
Eukaryota_kgd_Incertae_sedis,NA,NA,NA,NA,NA,NA
Fungi,Ascomycota,Eurotiomycetes,NA,NA,NA,NA
Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Scutellinia,NA
Fungi,Ascomycota,Sordariomycetes,Coniochaetales,NA,NA,NA
Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Collariella,Collariella_carteri
Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Hyalorbilia,Hyalorbilia_spermatophaga
Fungi,Rozellomycota,NA,NA,NA,NA,NA
Fungi,Basidiomycota,Microbotryomycetes,Microbotryomycetes_ord_Incertae_sedis,Microbotryomycetes_fam_Incertae_sedis,Slooffia,Slooffia_cresolica
Fungi,Rozellomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,Sordariomycetes,Hypocreales,NA,NA,NA
Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,NA,NA
Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,NA,NA,NA
Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Spizellomycetaceae,NA,NA
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_collinsii
Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,NA,NA
Fungi,Ascomycota,Orbiliomycetes,Orbiliales,NA,NA,NA
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Psathyrella,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Ascomycota,Sordariomycetes,Sordariales,Podosporaceae,NA,NA
Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,NA,NA,NA
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Phanerochaetaceae,Bjerkandera,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Basidiomycota,Agaricomycetes,Trechisporales,NA,NA,NA
Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,Rhizophydiaceae,NA,NA
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Torulaceae,Dendryphion,Dendryphion_europaeum
Fungi,Ascomycota,Eurotiomycetes,NA,NA,NA,NA
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Torulaceae,Torula,Torula_herbarum
Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,NA
Fungi,Basidiomycota,NA,NA,NA,NA,NA
Fungi,Zoopagomycota,Zoopagomycetes,Zoopagales,NA,NA,NA
Fungi,Chytridiomycota,Chytridiomycetes,Chytridiales,NA,NA,NA
Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,NA,NA,NA
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,Preussia_persica
Fungi,Rozellomycota,NA,NA,NA,NA,NA
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Psathyrella,NA
NA,NA,NA,NA,NA,NA,NA
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Ascomycota,Pezizomycetes,Pezizales,Ascodesmidaceae,Cephaliophora,NA
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Galerina,Galerina_triscopa
Fungi,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,Rhizophlyctidaceae,Rhizophlyctis,Rhizophlyctis_rosea
Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,NA,NA,NA
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_roqueforti
Fungi,Ascomycota,Pezizomycetes,Pezizales,NA,NA,NA
Fungi,Chytridiomycota,Lobulomycetes,Lobulomycetales,Lobulomycetaceae,Lobulomyces,NA
Fungi,Chytridiomycota,Lobulomycetes,Lobulomycetales,NA,NA,NA
Fungi,Ascomycota,Sordariomycetes,Microascales,Microascaceae,NA,NA
Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Ascomycota,Sordariomycetes,NA,NA,NA,NA
Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,NA,NA,NA
Fungi,Ascomycota,Leotiomycetes,Helotiales,Ploettnerulaceae,Cadophora,NA
Eukaryota_kgd_Incertae_sedis,NA,NA,NA,NA,NA,NA
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,NA
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Neosetophoma,NA
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Conocybe,NA
Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,NA,NA
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricales_fam_Incertae_sedis,NA,NA
Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA
Eukaryota_kgd_Incertae_sedis,NA,NA,NA,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,NA,NA,NA
Fungi,Basidiomycota,Agaricomycetes,Boletales,Paxillaceae,Melanogaster,Melanogaster_broomeanus
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Zoopagomycota,NA,NA,NA,NA,NA
Fungi,Chytridiomycota,NA,NA,NA,NA,NA
Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Spizellomycetaceae,Kochiomyces,NA
Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,NA,NA
Fungi,Basidiomycota,Microbotryomycetes,Kriegeriales,Camptobasidiaceae,Camptobasidium,Camptobasidium_gelus
NA,NA,NA,NA,NA,NA,NA
Fungi,Basidiomycota,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
Fungi,Chytridiomycota,NA,NA,NA,NA,NA
Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,Protrudomycetaceae,NA,NA
Fungi,Ascomycota,Eurotiomycetes,NA,NA,NA,NA
Fungi,Chytridiomycota,NA,NA,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,NA,NA
Fungi,Zoopagomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Spizellomycetaceae,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,NA,NA,NA
Fungi,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Acaulium,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA
Fungi,Basidiomycota,Microbotryomycetes,Microbotryomycetes_ord_Incertae_sedis,Chrysozymaceae,Chrysozyma,NA
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Stephanosporaceae,Cristinia,NA
Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Remersonia,NA
Fungi,Ascomycota,Sordariomycetes,NA,NA,NA,NA
Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Spizellomycetaceae,NA,NA
Eukaryota_kgd_Incertae_sedis,NA,NA,NA,NA,NA,NA
Eukaryota_kgd_Incertae_sedis,NA,NA,NA,NA,NA,NA
Eukaryota_kgd_Incertae_sedis,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,NA,NA,NA
Fungi,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA
Fungi,Rozellomycota,NA,NA,NA,NA,NA
Fungi,Chytridiomycota,Lobulomycetes,Lobulomycetales,NA,NA,NA
Eukaryota_kgd_Incertae_sedis,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
Fungi,Zoopagomycota,Zoopagomycetes,Zoopagales,Piptocephalidaceae,Piptocephalis,NA
Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
Fungi,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Scopulariopsis,NA
Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Phaffomycetaceae,Wickerhamomyces,Wickerhamomyces_anomalus
Fungi,NA,NA,NA,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Rozellomycota,Rozellomycotina_cls_Incertae_sedis,GS08,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Homophron,Homophron_cernuum
Fungi,NA,NA,NA,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Basidiomycota,Agaricomycetes,Tremellodendropsidales,NA,NA,NA
Fungi,Basidiomycota,Atractiellomycetes,Atractiellales,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Powellomycetaceae,Powellomyces,NA
Fungi,Basidiomycota,Microbotryomycetes,NA,NA,NA,NA
Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,Rhizophydiaceae,Rhizophydium,Rhizophydium_globosum
Fungi,Basidiomycota,NA,NA,NA,NA,NA
Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA
Fungi,Chytridiomycota,Chytridiomycetes,NA,NA,NA,NA
Fungi,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA
Fungi,Ascomycota,Leotiomycetes,Helotiales,Discinellaceae,NA,NA
Fungi,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,Malassezia_restricta
Fungi,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA
Fungi,Zoopagomycota,Zoopagomycetes,Zoopagales,Piptocephalidaceae,Syncephalis,NA
Fungi,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA
Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,NA,NA,NA
Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,NA
Eukaryota_kgd_Incertae_sedis,NA,NA,NA,NA,NA,NA
Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,NA,NA,NA
Fungi,Chytridiomycota,NA,NA,NA,NA,NA
Fungi,Basidiomycota,Agaricomycetes,Tremellodendropsidales,NA,NA,NA
Fungi,Ascomycota,Sordariomycetes,Hypocreales,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
Fungi,Glomeromycota,Glomeromycetes,Gigasporales,Racocetraceae,NA,NA
Fungi,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,Rhizophlyctidaceae,Rhizophlyctis,NA
Fungi,Ascomycota,Sordariomycetes,Microascales,NA,NA,NA
Fungi,Kickxellomycota,Kickxellomycetes,Kickxellales,NA,NA,NA
Fungi,Basidiomycota,Agaricomycetes,Russulales,Peniophoraceae,Peniophora,Peniophora_incarnata
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Agrocybe,Agrocybe_arvalis
Fungi,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,Malassezia_globosa
Fungi,Basidiomycota,Agaricomycetes,NA,NA,NA,NA
Rhizaria,Cercozoa,NA,NA,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Ascomycota,Sordariomycetes,Microascales,Halosphaeriaceae,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Typhulaceae,Typhula,Typhula_sclerotioides
Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Trechispora,Trechispora_microspora
Fungi,Basidiomycota,Microbotryomycetes,Microbotryales,Microbotryaceae,Microbotryum,Microbotryum_anomalum
Fungi,NA,NA,NA,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Sodiomyces,Sodiomyces_alcalophilus
Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,NA
Fungi,Rozellomycota,Rozellomycotina_cls_Incertae_sedis,GS07,NA,NA,NA
Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,NA,NA
Eukaryota_kgd_Incertae_sedis,NA,NA,NA,NA,NA,NA
Fungi,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA
Fungi,Basidiomycota,Geminibasidiomycetes,Geminibasidiales,Geminibasidiaceae,Geminibasidium,NA
Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,NA
Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,NA,NA,NA
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Deconica,Deconica_crobula
Fungi,Ascomycota,Sordariomycetes,Hypocreales,NA,NA,NA
Fungi,Ascomycota,Sordariomycetes,Microascales,Microascaceae,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Ascomycota,Dothideomycetes,Dothideales,Saccotheciaceae,Aureobasidium,NA
Fungi,Rozellomycota,NA,NA,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Ascomycota,Laboulbeniomycetes,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
Fungi,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA
Rhizaria,Cercozoa,NA,NA,NA,NA,NA
Fungi,Chytridiomycota,Lobulomycetes,Lobulomycetales,NA,NA,NA
Fungi,Ascomycota,Sordariomycetes,Hypocreales,NA,NA,NA
Fungi,Ascomycota,Pezizomycetes,Pezizales,Ascodesmidaceae,Cephaliophora,NA
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Paraphoma,Paraphoma_radicina
Fungi,Ascomycota,Pezizomycetes,Pezizales,Ascobolaceae,NA,NA
Fungi,Glomeromycota,Glomeromycetes,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
Fungi,Rozellomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
Fungi,Ascomycota,Pezizomycetes,NA,NA,NA,NA
Eukaryota_kgd_Incertae_sedis,NA,NA,NA,NA,NA,NA
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Arrhenia,NA
NA,NA,NA,NA,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Microascus,Microascus_verrucosus
Rhizaria,Cercozoa,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,NA,NA,NA
Fungi,Chytridiomycota,NA,NA,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
Fungi,Ascomycota,Pezizomycetes,NA,NA,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Rozellomycota,NA,NA,NA,NA,NA
Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA
Fungi,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Verticillium,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma,Vishniacozyma_dimennae
NA,NA,NA,NA,NA,NA,NA
Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,NA,NA
Fungi,Ascomycota,Pezizomycetes,Pezizales,NA,NA,NA
Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Dioszegia,Dioszegia_crocea
Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,NA,NA
Fungi,Ascomycota,Sordariomycetes,Sordariales,Podosporaceae,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Gymnopilus,NA
Eukaryota_kgd_Incertae_sedis,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Pichia,Pichia_garciniae
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Basidiomycota,Agaricomycetes,Corticiales,Vuilleminiaceae,Vuilleminia,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Stropharia,Stropharia_coronilla
Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,Colletotrichum_circinans
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_melinii
NA,NA,NA,NA,NA,NA,NA
Fungi,Rozellomycota,NA,NA,NA,NA,NA
Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,NA,NA,NA
Fungi,Ascomycota,Sordariomycetes,Hypocreales,Niessliaceae,NA,NA
Fungi,Ascomycota,Pezizomycetes,Pezizales,NA,NA,NA
Fungi,Chytridiomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Hyalorbilia,NA
Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,NA,NA
Eukaryota_kgd_Incertae_sedis,NA,NA,NA,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Spizellomycetaceae,Kochiomyces,NA
Fungi,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA
Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,NA,NA
Fungi,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Yunnania,Yunnania_carbonaria
Fungi,Basidiomycota,Microbotryomycetes,Microbotryomycetes_ord_Incertae_sedis,Microbotryomycetes_fam_Incertae_sedis,Udeniozyma,Udeniozyma_ferulica
Fungi,Ascomycota,Sordariomycetes,Hypocreales,NA,NA,NA
Fungi,Ascomycota,Sordariomycetes,Sordariales,Podosporaceae,NA,NA
Eukaryota_kgd_Incertae_sedis,NA,NA,NA,NA,NA,NA
Fungi,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lycoperdaceae,Bovista,Bovista_plumbea
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Psathyrella,Psathyrella_complutensis
NA,NA,NA,NA,NA,NA,NA
Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,NA,NA
Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
Fungi,Zoopagomycota,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Peziza,Peziza_vesiculosa
NA,NA,NA,NA,NA,NA,NA
Eukaryota_kgd_Incertae_sedis,NA,NA,NA,NA,NA,NA
Eukaryota_kgd_Incertae_sedis,NA,NA,NA,NA,NA,NA
Fungi,Basidiomycota,Agaricomycetes,NA,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Aphelidiomycota,NA,NA,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Ascomycota,Eurotiomycetes,Onygenales,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,NA
Eukaryota_kgd_Incertae_sedis,NA,NA,NA,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Ascomycota,Leotiomycetes,Helotiales,Pezizellaceae,NA,NA
Fungi,Rozellomycota,NA,NA,NA,NA,NA
Fungi,Basidiomycota,Microbotryomycetes,Microbotryomycetes_ord_Incertae_sedis,NA,NA,NA
Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Paramyrothecium,NA
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Hypholoma,NA
Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,NA,NA,NA
Fungi,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,Rhizophlyctidaceae,Rhizophlyctis,NA
Fungi,Chytridiomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,NA,NA
Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,NA
Fungi,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Basidiomycota,NA,NA,NA,NA,NA
Viridiplantae,Anthophyta,Eudicotyledonae,Fabales,Fabaceae,NA,NA
Fungi,Ascomycota,Laboulbeniomycetes,Pyxidiophorales,NA,NA,NA
Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta,NA
Eukaryota_kgd_Incertae_sedis,NA,NA,NA,NA,NA,NA
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Psathyrella,NA
Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Hydnaceae,Sistotrema,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Ascomycota,Eurotiomycetes,NA,NA,NA,NA
Fungi,Ascomycota,Sordariomycetes,Hypocreales,NA,NA,NA
Fungi,Kickxellomycota,NA,NA,NA,NA,NA
Fungi,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA
Fungi,Chytridiomycota,Lobulomycetes,NA,NA,NA,NA
Fungi,Ascomycota,Dothideomycetes,Gloniales,Gloniaceae,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,NA,NA
Fungi,Basidiomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,NA
Fungi,Glomeromycota,Paraglomeromycetes,Paraglomerales,NA,NA,NA
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Neoascochyta,Neoascochyta_graminicola
Eukaryota_kgd_Incertae_sedis,NA,NA,NA,NA,NA,NA
Fungi,Chytridiomycota,NA,NA,NA,NA,NA
Fungi,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA
Fungi,Ascomycota,Orbiliomycetes,Orbiliales,NA,NA,NA
Eukaryota_kgd_Incertae_sedis,NA,NA,NA,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,NA
Fungi,Ascomycota,Pezizomycetes,NA,NA,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,Pezizomycotina_cls_Incertae_sedis,NA,NA,NA,NA
Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,Lactarius_quietus
Fungi,Rozellomycota,NA,NA,NA,NA,NA
Fungi,Rozellomycota,NA,NA,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Kurtzmaniella,NA
Fungi,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Mucor,Mucor_hiemalis
Fungi,NA,NA,NA,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Eukaryota_kgd_Incertae_sedis,NA,NA,NA,NA,NA,NA
Fungi,Basidiomycota,Microbotryomycetes,Heterogastridiales,Heterogastridiaceae,Heterogastridium,Heterogastridium_pycnidioideum
Fungi,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA
Fungi,Ascomycota,Leotiomycetes,NA,NA,NA,NA
Rhizaria,Cercozoa,NA,NA,NA,NA,NA
Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,NA,NA
Fungi,Ascomycota,Pezizomycetes,Pezizales,Pseudombrophilaceae,Lasiobolidium,Lasiobolidium_orbiculoides
Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Acarospora,Acarospora_muddii
Fungi,Rozellomycota,NA,NA,NA,NA,NA
Eukaryota_kgd_Incertae_sedis,NA,NA,NA,NA,NA,NA
Fungi,Basidiomycota,Wallemiomycetes,Wallemiales,Wallemiaceae,Wallemia,Wallemia_muriae
Eukaryota_kgd_Incertae_sedis,NA,NA,NA,NA,NA,NA
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Conocybe,Conocybe_brachypodii
Viridiplantae,Anthophyta,Eudicotyledonae,Ranunculales,Papaveraceae,Papaver,Papaver_somniferum
